job_company,questions,answers,country,area
Data Scientist at Outfittery was asked...,Task: write down (in pseudo code) a program that finds all pairs of integers between int a and int b which in sum give int c.,No answer,Germany,Data Analyst
Data Scientist at Outfittery was asked...,Somebody asks you for advice when it comes to a classification problem. A 80% classification accuracy was found. What do you think about that? Is it good / bad? What advice would you give?,No answer,Germany,Data Analyst
Junior Data Scientist at Annalect was asked...,general behavior Questions. Why do you choose us? What do you know about Annalect?,No answer,Germany,Data Analyst
Junior Data Scientist at KPMG was asked...,Warum ist der Job des Beraters passend für Sie?,No answer,Germany,Data Analyst
Data Scientist at EY was asked...,- Nähere Erklärung früher durchgeführter Projekte - Kenntnisse verschiedener Softwaretools,No answer,Germany,Data Analyst
Data Analyst at Rosen was asked...,über sich vorstellen Präsentieren Sie die bestehenden Daten Qualifikation,No answer,Germany,Data Analyst
Data Scientist at Searchmetrics was asked...,"- General questions about machine learning algorithms and models - This is an important one: How do you evaluate a model after training? Accuracy, precision, recall and F-measure - What can go wrong when training a classifier? Skewed samples, overfitting etc. - Can you use a random forest classifier to perform regression? - Explain how SVMs work - Software development tools (Git etc.) - Explain clustering by elaborating any one clustering algorithms (e.g. K-means)",No answer,Germany,Data Analyst
Data Analyst at Huawei Technologies was asked...,"do you know MySQL or SQL , are you familiar with it? do you know Tableaux and Power Bi? do you think you can learn how to use this tool in two weeks?",No answer,Germany,Data Analyst
Data Analyst at PubNative was asked...,How you manage multi-tasking?,No answer,Germany,Data Analyst
Data Analyst at PubNative was asked...,What analytics tools am I familiar with ?,No answer,Germany,Data Analyst
BI Data Analyst at Ecosia was asked...,"According to you which KPIs are necessary for a particular department (Marketing, sales)?",No answer,Germany,Data Analyst
Data Scientist/Data Engineer at Emma was asked...,Tell us about a negative feedback that you received.,No answer,Germany,Data Analyst
Data Scientist at GetYourGuide was asked...,"In the technical interviews, the data science questions were pretty standard, also no other advanced technical questions, neither about data science, machine learning nor engineering. Instead, there is a basic coding and math challenge via codility. The focus is clearly on the analytical and communication part, the main task in the remote technical interview was to analyse a chart and derive actions from the observations. Same for the non-technical interviews, mostly standard questions, but with a strong focus on providing examples from past projects, e.g. difficult situations, and how you handled them. Also a very strong focus on how you handled interactions with customers (both internal and external), being able to argue with metrics about success in past projects is absolutely required.",No answer,Germany,Data Analyst
Data Analyst at PubNative was asked...,What analytics tools am I familiar with ?,No answer,Germany,Data Analyst
Data Analyst at PubNative was asked...,How you manage multi-tasking?,No answer,Germany,Data Analyst
Data Analyst at Wooga was asked...,What do you know about Wooga? Did you play our games? (mostly expected and common questions to know you better in the initial interview),No answer,Germany,Data Analyst
BI Data Analyst at Ecosia was asked...,"According to you which KPIs are necessary for a particular department (Marketing, sales)?",No answer,Germany,Data Analyst
Data Scientist at Freeletics was asked...,Warum Freeletics?,No answer,Germany,Data Analyst
Data Scientist/Data Engineer at Emma was asked...,Tell us about a negative feedback that you received.,No answer,Germany,Data Analyst
Junior Data Scientist at AutoScout24 was asked...,Questions about my Take home assignment and machine learning workflow.,No answer,Germany,Data Analyst
Data Analyst/Data Scientist at AutoScout24 was asked...,Production level data science evaluation questions and scenarios.,No answer,Germany,Data Analyst
Data Analyst Intern at Zalando was asked...,Introduce a project you have done.,No answer,Germany,Data Analyst
Data Analyst at Zalando was asked...,Tell me about your past projects,No answer,Germany,Data Analyst
Data Analyst/Data Scientist at AutoScout24 was asked...,Production level data science evaluation questions and scenarios.,No answer,Germany,Data Analyst
Junior Data Scientist at AutoScout24 was asked...,Questions about my Take home assignment and machine learning workflow.,No answer,Germany,Data Analyst
Data Analyst at Wooga was asked...,What do you know about Wooga? Did you play our games? (mostly expected and common questions to know you better in the initial interview),No answer,Germany,Data Analyst
Data Scientist at IBM was asked...,Eine negative Erfahrung und wie diese gelöst wurde,No answer,Germany,Data Analyst
Duales Studium Data Scientist at SAS Institute was asked...,"Welche Programmierskills? Beschreiben Sie eine Situation, in der Sie einen Gruppenkonflikt auflösen konnten. Mit welchen 3 Attributen würde man Sie beschreiben? Was haben Sie in Ihrem Studium mitgenommen?",No answer,Germany,Data Analyst
Data Analyst at HelloFresh was asked...,How you can handle multiple requests in the same time?,No answer,Germany,Data Analyst
Senior Data Scientist at CHECK24 was asked...,"Die Herausforderung bestand im Lösen einer Aufgabe. Wie gehen sie vor ? (Konzept, Erklärung) Wie setzen sie dies um ? Welche Alternativen kennen sie ?",No answer,Germany,Data Analyst
Data Scientist at AXA was asked...,Wieso haben sie den gewaehlten Analyseansatz verwendet (Rueckfrage zur Aufgabe) ?,No answer,Germany,Data Analyst
Data Scientist at SAP was asked...,Techniques for handling missing data. Evaluation metrics for different uses cases (regression? RSME? also classification problem?) How to deal with unbalance dataset,No answer,Germany,Data Analyst
Data Scientist at SAP was asked...,"Wie würden Sie gegebene Daten visualisieren (mit Präsentation)? Wieviel Gehalt erwarten Sie? Wann können Sie anfangen? Warum glauben Sie, dass Sie bei einem weltklasse Unternehmen wie SAP einsteigen können?",No answer,Germany,Data Analyst
Data Scientist at E.ON was asked...,Could you present the last problem where you drew advantage from machine learning techniques?,No answer,Germany,Data Analyst
Data Scientist at AXA was asked...,Wieso haben sie den gewaehlten Analyseansatz verwendet (Rueckfrage zur Aufgabe) ?,No answer,Germany,Data Analyst
Junior Data Scientist at SAP was asked...,What do you think might happen in the next 5-10 years in the context of AI in society and /or business.,No answer,Germany,Data Analyst
Senior Data Scientist at BASF was asked...,They asked about how I earn my salary as a self-employed data scientist. I was also asked if I knew calibration design and how would I approach the analysis of crop harvesting time.,No answer,Germany,Data Analyst
Senior Data Scientist at BASF was asked...,Können Sie R?,No answer,Germany,Data Analyst
Senior Data Scientist at BASF was asked...,"Kennen Sie Cloud Umgebung, haben Sie damit gearbeitet?",No answer,Germany,Data Analyst
data science workin at Allianz was asked...,What are the topics that you would like to purse in the field of Machine Learning?,No answer,Germany,Data Analyst
Data Scientist at PwC was asked...,Technische Fragen zu verwendeten Methoden,No answer,Germany,Data Analyst
Data Scientist at trivago was asked...,Why do I want to change my job.,No answer,Germany,Data Analyst
Data Scientist at trivago was asked...,Why do I want to change my job.,No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,F: Gehaltsvorstellung,No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,F: Beziehung mit Kollegen in derzeitige Firma.,No answer,Germany,Data Analyst
Data Scientist at Vodafone was asked...,Several short statistics case studies (and little background on communication networks),No answer,Germany,Data Analyst
Data Analyst at Babbel was asked...,"On SQL, BI tools, my experience and tools, cultural fit questions.",No answer,Germany,Data Analyst
Data Scientist Working Student at Stryber was asked...,- How do you preprocess raw data ? - What steps do you follow to handle missing data points?,No answer,Germany,Data Analyst
Teamlead Data Science at Telefónica was asked...,"Nennen Sie 3 Stärken und 3 Schwächen (für eine solche Position doch sehr überraschende Frage, die stellt man eher New-Hires oder Praktikanten)",No answer,Germany,Data Analyst
Data Scientist at Delivery Hero was asked...,they asked about my last experience and skills they asked me to talk in details about one of my projects also they asked about my motivations and during the technical interviews there were live coding sessions besides to design and modeling questions,No answer,Germany,Data Analyst
(Senior) Game Data Scientist at Kolibri Games was asked...,Why do you want to join Kolibri?,No answer,Germany,Data Analyst
Data Analyst at Lingoda was asked...,"Previous experience in details, what exact responsibilities I had, what softwares I used, stakeholder mgmt.",No answer,Germany,Data Analyst
Data Scientist at Morressier was asked...,What do my current colleagues think about me.,No answer,Germany,Data Analyst
Data Scientist at King was asked...,"Q 3.1: In SQL, what statement will count the total number of rows in this table? Q 3.2: In SQL, what statement will count the total number of rows corresponding to logins on 1st May 2015? Q 3.3: In SQL, what statement will count the number of unique customers? Q 3.4: In SQL, what statement would be used to create the above table (without any data in it). Q 3.5: In SQL, what is the difference between an inner join and an outer join? Please give an example of some circumstances where you would recommend to use an outer join?",No answer,Germany,Data Analyst
Product Data Analyst at Contentful was asked...,It was more open discussions that the usual questions-answers,No answer,Germany,Data Analyst
Data Analyst at Wayfair was asked...,What problems did you have with your coworkers and how did you solve them?,No answer,Germany,Data Analyst
Business and Data Analyst SCM at RELEX Solutions was asked...,Was ist dir bei deinem Arbeitsgeber/platz/Kollegen etc wichtig?,No answer,Germany,Data Analyst
Data Scientist at Robert Bosch was asked...,"Questions regarding the projects I have done. Basic machine learning and deep learning questions. Simple real-time coding test in the first interview, leetcode medium level coding test in the second interview.",No answer,Germany,Data Analyst
Data Analyst at Accenture was asked...,Warum Accenture?,No answer,Germany,Data Analyst
Junior Data Scientist at TeamViewer was asked...,2 simple SQL questions were asked,No answer,Germany,Data Analyst
Data Scientist at Funding Circle was asked...,"Generic questions, tell me about yourself? Why this job? Why Funding Circle?",No answer,Germany,Data Analyst
Junior Data Scientist at Deloitte was asked...,Was ist der Unterschied zwischen Klassifizierung und Clustering?,No answer,Germany,Data Analyst
Data Scientist at Funding Circle was asked...,"Generic questions, tell me about yourself? Why this job? Why Funding Circle?",No answer,Germany,Data Analyst
UI/UX Designer at Bit4id was asked...,Come mai volevo lavorare all'interno dell'azienda.,La reputo nello scenario globale una delle aziende meglio strutturate e solide.,Italy,UX/UI Designer
Senior UX Designer at Bending Spoons was asked...,"I was asked to spot bad UX in provided wireframes, the second part on the exam was about my personal chacter- open questions part.",tried to be as clear as possible but the time limit was a real challenge,Italy,UX/UI Designer
UI/UX Designer at Oval Money was asked...,Complete the task included in the pdf.,"We are sorry that you perceive you had a negative feeling. It is not entirely clear to us, however, what has offended you. Your application has been taken into consideration, you have been contacted by e-mail, you have been given a task to highlight your professional quality and the test has been promptly evaluated. Unfortunately, your profile was not in line with our current needs. We understand the disappointment, but unfortunately, it happens. Regarding a possible contact in person, we prefer the conversation via e-mail to favour people who work in different countries, with different timezones and different commitments. In regretting your discomfort, we thank you for your contribution which allows us to inform potential candidates of our practices.",Italy,UX/UI Designer
Junior UX Designer at DOING was asked...,"Mi è piaciuto l'interesse mostrato per il mio portfolio, sul quale mi sono state fatte parecchie domande tecniche.",Ho raccontato la metodologia seguita e i tool utilizzati per svolgere ogni progetto.,Italy,UX/UI Designer
UI & UX Designer at Apple Developer Academy was asked...,Would you be willing to live in Naples?,"Tell me about yourself, how do you keep informed about tech?",Italy,UX/UI Designer
UX Designer at Bending Spoons was asked...,Combination of long response form and multiple choice.,In respect for the process I won't elaborate. This is part of the fun for the applicant to figure out.,Italy,UX/UI Designer
UX Designer at Prima Assicurazioni was asked...,Come ti tieni aggiornata?,No answer,Italy,UX/UI Designer
UI/UX Designer at Docebo was asked...,Quali sono state le mie ultime esperienze lavorative nell'ambito del design.,No answer,Italy,UX/UI Designer
UX Designer at Bending Spoons was asked...,How would you improved this ux journey you are shared?,No answer,Italy,UX/UI Designer
Junior UX Designer at Conflux Technologies was asked...,Parlaci degli ultimi progetti che hai fatto.,No answer,Italy,UX/UI Designer
UX Designer at YOOX NET-A-PORTER GROUP was asked...,presentazione di un progetto in inglese,No answer,Italy,UX/UI Designer
UX Designer at Bending Spoons was asked...,What do you like the most about your current workplace?,No answer,Italy,UX/UI Designer
UI/UX Designer at Conflux Technologies was asked...,Solite domande di colloquio,No answer,Italy,UX/UI Designer
UX Designer at Bending Spoons was asked...,Can you give an example of a time where you went beyond expectations? And why did you chose to.,No answer,Italy,UX/UI Designer
UI/UX Designer at Amaris Consulting was asked...,Quali sono i settori in cui vorresti o non vorresti lavorare come designer?,No answer,Italy,UX/UI Designer
UX Designer at Prima Assicurazioni was asked...,Cosa ti impedisce di lavorare in modo sereno?,No answer,Italy,UX/UI Designer
UX Designer at Bending Spoons was asked...,How did you get into UX? And how did your vision of it change in the past year.,No answer,Italy,UX/UI Designer
Data Analyst at Minsait was asked...,Tecniche su competenze acquisite,Con le mie competenze e conoscenze,Italy,Data Analyst
Data Analyst at Hera was asked...,dove ti vedi tra 10 anni?,ruolo di innovation,Italy,Data Analyst
Corporate Events Data Analyst at Bloomberg L.P. was asked...,"The psychological test was easy and intuitive, nothing to worry about. The numerical test, however, was not as easy.","I did well on the psychological test, but I think I have made a few mistakes on the numerical test.",Italy,Data Analyst
Junior Data Scientist at Damart was asked...,Conosci dei linguaggi in particolare?,"Conosco Java, Python e R",Italy,Data Analyst
Data Scientist at Featurespace was asked...,"coding questions: sorting, searching, some data structure and complexity data science questions: test case, ML algorithms, feature engineering, basic statistics",the questions weren't too difficult and the interviewers were friendly. It's obviously really useful to have some basic knowledge of the fraud detection field to go through the take home test and data science interview.,Italy,Data Analyst
Data Scientist at Modis was asked...,project expericence,why you want to join,Italy,Data Analyst
Data Scientist at Expleo Group was asked...,"Che persona sei? Pregi e difetti? Domande più specifiche su python, sql ed altri argomenti di Data Science",Con la massima sincerità. Mi sentivo molto a mio agio,Italy,Data Analyst
Data Analyst at Interactive Data was asked...,what do you know about mifid?,"Mifid is the european banking rule, used for raise awareness about the financial instruments.",Italy,Data Analyst
Business and Data Analyst at TUI Musement was asked...,If I was able to deal with problems without needing too much assistance,"It was my first technical job, so I hadn't a clear answer, but my replace was that I would have searched for solutions by myself",Italy,Data Analyst
Data Analyst at Nielsen was asked...,What do you know about Nielsen and why it fits with your interests?,I wasn't completely aware about Nielsen,Italy,Data Analyst
Data Analyst at Nielsen was asked...,What is your background?,Developing about my background,Italy,Data Analyst
Data Analyst at FCA Fiat Chrysler Automobiles was asked...,Technical question about role I was going to cover (statistics about vehicles faults).,Sebelum berkendara pertama tama kelengkapan diri seperti identitas dan memakai helm lalu harus mematuhi peraturan lalulintas yang berlaku.,Italy,Data Analyst
Junior Data Scientist at Verizon Connect was asked...,"General statistics questions such as what is a mean, a standard deviation, how to compare two distributions, how to study a time series etc","I think I gave good answers, but not covering all possibilities, in fact I learnt some statistical tools and concepts which helped me a lot also after the interview.",Italy,Data Analyst
Solution Engineer/Data Analyst at BaxEnergy was asked...,Various questions. Both explorative and technical interviews were made on the same day. They had me visit the campus too.,No answer,Italy,Data Analyst
Junior Data Scientist at B2C Innovation was asked...,"HR: domande personali Manager: domande tecniche su software e tecniche statistiche/machine learning utilizzate dipendente: come modellizzeresti il ""sinistro"" nelle assicurazioni in presenza di variabili? (regressione multivariata)",No answer,Italy,Data Analyst
Data Scientist at Trust4Value was asked...,Conosci SAS? Quali soluzioni SAS hai usato maggiormente?,No answer,Italy,Data Analyst
Data Scientist at SKY Italia was asked...,procedura di selezione del modello migliore,No answer,Italy,Data Analyst
Junior Data Analyst at Prometeia was asked...,- Calcolo del VaR - TIR - Basilea 3,No answer,Italy,Data Analyst
Junior Data Scientist at KPMG was asked...,"Percorso? Tesi? Processi stocastici, clustering serie temporali",No answer,Italy,Data Analyst
Data Analyst at NTT DATA was asked...,Scrivi in pseudocodice l'algoritmo per una matrice inversa; Fai il join di due tabelle su SQL,No answer,Italy,Data Analyst
Junior Data Analyst at Poste Italiane was asked...,Q: What you know about the company?,No answer,Italy,Data Analyst
Data Analyst at ALTEN was asked...,Concetto di polimorfismo nel linguaggio java,No answer,Italy,Data Analyst
Data Analyst at Criteo was asked...,How do you write a function (in any programming language) to find a word that is a palindrome?,No answer,Italy,Data Analyst
Data Analyst at Accenture was asked...,Analisi business case in gruppo - Valutazione delle capacità di interazione e cooperazione con i colleghi,No answer,Italy,Data Analyst
Data Scientist at Orobix was asked...,Parlaci delle tue esperienze,No answer,Italy,Data Analyst
Data Scientist at CROS NT was asked...,what is your knowledge of clinical trials,No answer,Italy,Data Analyst
Data Analyst at Sogei was asked...,Perché stai cercando Sogei? Cosa ti aspetti da questa azienda?,No answer,Italy,Data Analyst
Data Analyst at Sogei was asked...,"Parla delle ultime esperienze, due progetti dove sei stato coinvolto.",No answer,Italy,Data Analyst
STAGE DATA ANALYST per Innovation Team at MBS Consulting was asked...,Dimmi quante macchine sono presenti in Italia e sono assicurate.,No answer,Italy,Data Analyst
Data Analyst at Louis Vuitton was asked...,"Esperienze professionali, formazione e motivazioni",No answer,Italy,Data Analyst
Visual Data Analyst at Advanced Risk and Portfolio Management was asked...,Could you tell me what is an eigenvalue?,No answer,Italy,Data Analyst
Junior Data Scientist at Empatica was asked...,Coding: Signal processing of one of the signals obtained with Empatica devices.,No answer,Italy,Data Analyst
Data Analyst at Business Integration Partners was asked...,How does a decision tree work for regression problems?,No answer,Italy,Data Analyst
Data Scientist at Enel was asked...,Write a program to predict missing values,No answer,Italy,Data Analyst
Data Analyst at Bending Spoons was asked...,"Reasoning with data, personality traits, logical reasoning tests",No answer,Italy,Data Analyst
Junior Data Scientist at Reply was asked...,Cosa ti piacerebbe fare?,No answer,Italy,Data Analyst
Data Scientist at Reply was asked...,Domanda di presentazione e qualche domanda tecnica. Molto fattibile.,No answer,Italy,Data Analyst
Data Scientist at Reply was asked...,Descrivi un progetto e la pipeline,No answer,Italy,Data Analyst
Data Analyst at Allianz was asked...,"Mi parli di lei, competenze acquisite, conoscenze digitali e di software",No answer,Italy,Data Analyst
Data Analyst at Luxottica was asked...,Where do you see yourself in 5 years? Why Luxottica? Are you willing to relocate abroad?,No answer,Italy,Data Analyst
Data Analyst at Allianz was asked...,"Mi parli di lei, competenze acquisite, conoscenze digitali e di software",No answer,Italy,Data Analyst
Data Science Consultant at Glovo was asked...,Hobby preferito e sport preferito,No answer,Italy,Data Analyst
Junior Data Scientist at Accenture was asked...,Perché vorresti entrare in accenture,No answer,Italy,Data Analyst
Data Analyst at Criteo was asked...,"Logic quiz, Statistics knowledge question, programming language questions",No answer,Italy,Data Analyst
Data Analyst at Accenture was asked...,"Colloqui individuali: Prospettive personali di crescita, motivazione, interessi. Nessuna domanda tecnica",No answer,Italy,Data Analyst
Data Analyst at Criteo was asked...,"Questions about - Criteo's metrics (CTR, CR, COS, CPC...) - Criteo's business model - the data analyst role - pseudo-code for a function that identifies a palindrome word - they showed me some graphic and asked questions on it - a riddle - some reasoing on predictive bidding - motivational questions",No answer,Italy,Data Analyst
Data Scientist at Capgemini Engineering was asked...,Salary expectations?,No answer,Italy,Data Analyst
Data Scientist at Capgemini Engineering was asked...,Salary expectations,No answer,Italy,Data Analyst
Data Scientist at Porini was asked...,Tell me about yourself,No answer,Italy,Data Analyst
Data Analyst at Pirelli was asked...,quale tipo di dataset ti piacerebbe avere,No answer,Italy,Data Analyst
Data Analyst at Business Integration Partners was asked...,How does a LSTM work?,No answer,Italy,Data Analyst
Data Analyst at SITE was asked...,"my background, studies, skills in IT, if I knew what their core business was and what I thought the job was about",No answer,Italy,Data Analyst
Junior Data Analyst at OVB Group was asked...,Quali esperienze lavorative hai avuto in passato e attualmente? Quali macchine ti piacciono? Sei una persona ambiziosa? Vuoi diventare una persona migliore?,No answer,Italy,Data Analyst
data science internship at Enel was asked...,Quali sono le tue aspirazioni? Qual'è l'argomento più difficile che hai fatto all'università?,No answer,Italy,Data Analyst
Data Analyst at ABB was asked...,Differenza tra supervised e unsupervised learning.,No answer,Italy,Data Analyst
Junior Data Scientist at Reply was asked...,Cosa ti è piaciuto di più e cosa di meno nel tuo percorso di studi?,No answer,Italy,Data Analyst
Data Scientist at Bending Spoons was asked...,indovinello su come distribuire 10 caramelle tra 5 partecipanti secondo certe regole.,No answer,Italy,Data Analyst
Big Data Analyst at Bending Spoons was asked...,Solve some logic problem in a limited time.,No answer,Italy,Data Analyst
Data Analyst at ALTEN was asked...,some projects,No answer,Italy,Data Analyst
Data Analyst at Criteo was asked...,What is the best strategy in a second-price auction?,No answer,Italy,Data Analyst
Data Analyst at Criteo was asked...,What is the best strategy in a second-price auction?,No answer,Italy,Data Analyst
Quality Data Analyst at Philips was asked...,"Nothing specific, just something about my past job experience",No answer,Italy,Data Analyst
Global Data Analyst at Bloomberg L.P. was asked...,Why Bloomberg? How is GD different from data analysis?,No answer,Italy,Data Analyst
Data Scientist at dada.net was asked...,Solve some mathematical problems (number theory) randomly picked up from the web,No answer,Italy,Data Analyst
Junior Data Scientist at ContentWise was asked...,"Questions comprehended my previous experiences, university stuff and logic questions.",No answer,Italy,Data Analyst
Solution Engineer/Data Analyst at BaxEnergy was asked...,Talk about your previous working experience.,No answer,Italy,Data Analyst
Data Scientist at Softwave Soluzioni & Tecnologie was asked...,Domande generiche sugli studi effettuati e aspirazioni lavorative.,No answer,Italy,Data Analyst
Stage Data Analyst at Saipem was asked...,Come faresti a calcolare il mercato dei matrimoni in Italia.,No answer,Italy,Data Analyst
Data Scientist at Trueblue was asked...,1. Hai avuto esperienze in NLP? Descivile.,No answer,Italy,Data Analyst
Data Scientist at Trueblue was asked...,4. Cosa si intende per bagging e boosting?,No answer,Italy,Data Analyst
Junior Data Analyst at Prometeia was asked...,var montecarlo logical quiz,No answer,Italy,Data Analyst
Data Science at Business Integration Partners was asked...,Tell my about your experience,No answer,Italy,Data Analyst
Junior Data Scientist at Empatica was asked...,How do you deal with a person who has a different idea from yours?,No answer,Italy,Data Analyst
Junior Data Scientist at Empatica was asked...,How do you set up a pattern recognition problem?,No answer,Italy,Data Analyst
Data Analyst at Compass Banca was asked...,Quanti panini vengono venduti al McDonald in PIazza Duomo a Milano dalle 11 alle 12 di un giorno feriale?,No answer,Italy,Data Analyst
Data Analyst at Università Cattolica del Sacro Cuore was asked...,What do you want to be in your life?,No answer,Italy,Data Analyst
Data Scientist at Sky was asked...,Procedura di selezione delle variabili per costruire un modello statistico adeguato,No answer,Italy,Data Analyst
Junior Data Scientist at Bending Spoons was asked...,"What are my interests? What are my flaws? Explain why *this application* performed well in this period. Explain why you think that this application had this peak in downloads with the information I give you. Explain why this application performed this type of marketing. Give an estimation of the downloads of these applications with the information I give you (different kind of information for each application). Give an estimation of the revenues of this application if I give you the following point and some information. The project was regarding the modelization of the retention rates of some applications based on some data they provide you with, starting with simple models and then trying to “create” more complex models to fit better the data. Other questions that I don’t remember regarded some statistical tools, like error propagation.",No answer,Italy,Data Analyst
Senior Data Scientist at Boston Consulting Group was asked...,Typical behaviour skill questions. Business case : graph with price sensitivity against customer expenditures.. talk how to improve Second was a time series forecasting chart,No answer,Italy,Data Analyst
Data Analyst at UNHCR was asked...,What are your favorite Excel functions and why?,No answer,Italy,Data Analyst
Data Scientist at Accenture was asked...,"Disponibilità a trasferte, descrizione del mio percorso di studi, piccole domande di logica e ragionamento",No answer,Italy,Data Analyst
Data Analyst at Criteo was asked...,Describe yourself.,No answer,Italy,Data Analyst
Data Analyst at Criteo was asked...,What was your most import project regarding data?,No answer,Italy,Data Analyst
Data Scientist at Governo Italiano Presidenza del Consiglio dei Ministri was asked...,"Clustering, the elbow method, measure of classifier quality - which do you prefer under different conditions?",No answer,Italy,Data Analyst
Jr. Data Scientist at SADAS (Italy) was asked...,Si consideri uno schema con squadra e partita. Scrivere lo script SQL della classifica.,No answer,Italy,Data Analyst
Healthcare Data Analyst at R-Everse was asked...,domande sulla sintassi di Oracle,No answer,Italy,Data Analyst
Healthcare Data Analyst at R-Everse was asked...,processo di ammissione di un paziente in pronto soccorso e degenza,No answer,Italy,Data Analyst
Healthcare Data Analyst at R-Everse was asked...,termini tecnici sanitari,No answer,Italy,Data Analyst
Data Scientist at Trueblue was asked...,2. Descrivi nel dettaglio il funzionamento di una NN,No answer,Italy,Data Analyst
Data Scientist at Trueblue was asked...,3. Come eviti problemi di overfitting in un modello?,No answer,Italy,Data Analyst
Data Scientist at Trueblue was asked...,"5. Pooling, Drop-Out e Batch Normalization: di cosa si tratta? E perchè si compiono queste azioni?",No answer,Italy,Data Analyst
Junior Data Analyst at DB Services was asked...,"Mi hanno chiesto di raccontare le esperienze lavorative e il mio background formativo, quali interessi ho, cosa mi sarei aspettata da loro.",No answer,Italy,Data Analyst
Data Analyst at SKY Italia was asked...,"funzioni su excel, cerc.vert, risolutori",No answer,Italy,Data Analyst
Data Scientist at EY was asked...,Risoluzione Di un esercizio Di logica,No answer,Italy,Data Analyst
Data Analyst at Credit Suisse was asked...,Tell me how you handled a difficult situation between 2 colleagues.,No answer,Italy,Data Analyst
Data Scientist at Reply was asked...,"About my previous working experience, a few technical questions about the role, very lean and smooth interview process",No answer,Italy,Data Analyst
Data Scientist at Reply was asked...,"Thesis description, question on a statiscal algorithm cause it was in my thesis, question on programming skills and on machine learning",No answer,Italy,Data Analyst
Data Analyst at Pardgroup was asked...,parlami di te,No answer,Italy,Data Analyst
Senior Data Scientist at EDF was asked...,many different questions on different topic,No answer,Italy,Data Analyst
Junior Data Analyst at Poste Italiane was asked...,Q: Tell me about your background,No answer,Italy,Data Analyst
Data Analyst at ALTEN was asked...,Cosa sono le lamba expression nel linguaggio java 8,No answer,Italy,Data Analyst
Data Analyst at ALTEN was asked...,personal growth expectations,No answer,Italy,Data Analyst
Data Analyst at Criteo was asked...,Why do you want to work with us?,No answer,Italy,Data Analyst
Data Analyst at Accenture was asked...,Questions about my computer science skills and previous experience,No answer,Italy,Data Analyst
Data Scientist at Sorgenia was asked...,"sai qualche linguaggi programmazione, tipo python?",No answer,Italy,Data Analyst
Data Scientist at Capgemini was asked...,Percorso di studi Motivazioni Cosa mi piace dell'azienda Progetti futuri,No answer,Italy,Data Analyst
Data Scientist at Capgemini was asked...,What role do you want to cover inside the company,No answer,Italy,Data Analyst
Junior Web Developer at ShippyPro was asked...,classi astratte php e interfacce e traits,bene,Italy,Web Developer
Front End Web Developer at Innoteam was asked...,"""Qual è la differenza tra Vue e React?""","Ho comparato i due Framework parlando maggiormente di Vue, essendo il mio framework preferito. Ho discusso delle sue differenze ma anche delle similitudini.",Italy,Web Developer
Web Developer at Stihl was asked...,"Easy and well structured! Wonderful interview, really. They ask me about my skills, like: HTML, CSS, Javascript, Jquery, PHP. il capo era molto simpatico e ti mette a tuo agio, è raro in Italia trovare un posto di lavoro così, credetemi","Easy and well structured! Wonderful interview, really. They ask me about my skills, like: HTML, CSS, Javascript, Jquery, PHP. il capo era molto simpatico e ti mette a tuo agio, è raro in Italia trovare un posto di lavoro così, credetemi",Italy,Web Developer
Web Developer at MarcoPolo (Italy) was asked...,Esperienze lavorative,No answer,Italy,Web Developer
Web Developer at Thinkopen was asked...,Domande sul mio percorso professionale e domande tecniche inerenti a quello che avevo effettivamente studiato in passato,No answer,Italy,Web Developer
Web Developer at MarcoPolo (Italy) was asked...,Portfolio,No answer,Italy,Web Developer
Front End Web Developer at DaybreakHotels was asked...,Generally JS and react/redux discussions.,No answer,Italy,Web Developer
Web Developer at Facile.it was asked...,How do you solve the issue of a slow (My)SQL query?,No answer,Italy,Web Developer
Web Developer at EidosMedia was asked...,Risolvere un ciclo for in JS,No answer,Italy,Web Developer
PHP Web Developer at Mondadori was asked...,General questions about the assignment I did and others about PHP and Web.,No answer,Italy,Web Developer
Web Developer at Facile.it was asked...,"Object oriented design, design patterns",No answer,Italy,Web Developer
Web Developer at MarcoPolo (Italy) was asked...,Competenze tecniche web,No answer,Italy,Web Developer
Front End Web Developer at Innoteam was asked...,"""Perché hai inoltrato a noi il tuo CV?""",No answer,Italy,Web Developer
Front End Web Developer at Innoteam was asked...,"""Come ti vedi tra un paio d'anni?""",No answer,Italy,Web Developer
Web Developer at Sos Tariffe was asked...,Basic php code. Data structures and algorithms applied.,No answer,Italy,Web Developer
Web Developer at Facile.it was asked...,What's your PHP and web-related experience?,No answer,Italy,Web Developer
UI/UX Designer at Bit4id was asked...,Come mai volevo lavorare all'interno dell'azienda.,La reputo nello scenario globale una delle aziende meglio strutturate e solide.,Italy,UX/UI Designer
UI/UX Designer at Oval Money was asked...,Complete the task included in the pdf.,"We are sorry that you perceive you had a negative feeling. It is not entirely clear to us, however, what has offended you. Your application has been taken into consideration, you have been contacted by e-mail, you have been given a task to highlight your professional quality and the test has been promptly evaluated. Unfortunately, your profile was not in line with our current needs. We understand the disappointment, but unfortunately, it happens. Regarding a possible contact in person, we prefer the conversation via e-mail to favour people who work in different countries, with different timezones and different commitments. In regretting your discomfort, we thank you for your contribution which allows us to inform potential candidates of our practices.",Italy,UX/UI Designer
