job_company,questions,answers,country,area
Student Data Analyst at General Motors (GM) was asked...,Make a power calculator using recursion. then improve it.,No answer,Germany,Data Analyst
Data Scientist at AUTO1 Group was asked...,Test to create a basic prediction model with price variations.,No answer,Germany,Data Analyst
Consultant Data Scientist Analytics at Deloitte was asked...,Was ist Ihre Gehaltsvorstellung.,No answer,Germany,Data Analyst
Data Scientist at Henkel was asked...,Tell me about yourself and your previous work.,No answer,Germany,Data Analyst
Financial Data Analyst at Flaregames was asked...,Fragen über meine Projekte,No answer,Germany,Data Analyst
Data Analyst at Datapine was asked...,Where Do You See Yourself In 5 Years? CV questions,No answer,Germany,Data Analyst
Data Scientist at Minodes was asked...,To solve Rossman Kaggle competition,No answer,Germany,Data Analyst
Datenanalyst at HitFox Group was asked...,Warum möchten Sie bei einer Unternehmensgründung arbeiten?,No answer,Germany,Data Analyst
Data Analyst at SensoMotoric Instruments was asked...,mostly technical questions and some standards like: why are you interested in smi?,No answer,Germany,Data Analyst
Data Scientist at Packetwerk was asked...,Explain logistic regression.,No answer,Germany,Data Analyst
Data Analyst at OptioPay was asked...,what is standard deviation and variance ?,No answer,Germany,Data Analyst
Behavioural Data Scientist at HeidelbergCement was asked...,How can we fix the dashboard that has some issue? What motivates you to work for us?,No answer,Germany,Data Analyst
Data Scientist at Rapidminer was asked...,Tell me about how you would approach a given machine learning problem.,No answer,Germany,Data Analyst
Data Scientist at Munich Innovation Labs was asked...,"Quetions about previous experience, challenging work and code analysis.",No answer,Germany,Data Analyst
Data Science at Panda Insight UG was asked...,"1-warum braucht man noch Data Scientist , wenn Auto Machine Learning alle Modelle entwickeln kann?",No answer,Germany,Data Analyst
Junior Data Analyst at mytheresa.com was asked...,Mostly about my previous experience and task,No answer,Germany,Data Analyst
Data Scientist at Ratepay was asked...,What way do you prefer to study new things?,No answer,Germany,Data Analyst
Data Scientist at MOIA was asked...,Reasons for choosing MOIA Experience in data analysis Approaches to problem-solving Technical Skill-set,No answer,Germany,Data Analyst
Senior Data Scientist at AMPLEXOR was asked...,"What is CNN, RNN? Handling Noise in data? Handling Unstructured data?",No answer,Germany,Data Analyst
Data Scientist at FlixBus was asked...,What is your favourite machine learning algorithm and why?,No answer,Germany,Data Analyst
Data Scientist at AKKA Technologies was asked...,Warum wir? Stellen Sie sich bitte vor. Wie sind Ihre Programmierkenntnisse. Kein Test.,No answer,Germany,Data Analyst
Data Science Software Developer at KONUX was asked...,The conversations with the responsible people were quite spontaneous mixed with some standard questions asked during job interviews.,No answer,Germany,Data Analyst
Data Scientist at KONUX was asked...,Man kann diesen Teil der Maske leider nicht löschen. Mir fällt aber keine relevante Frage mehr ein. Das Gespräch ist kein Grund zur Sorge.,No answer,Germany,Data Analyst
Data Scientist at Stepstone was asked...,"Home Assignment Data Analysis related, it was an open task.",No answer,Germany,Data Analyst
Data Scientist at LeanIX was asked...,"Normal HR questions first, then for the technical interview they asked generic data science questions. The programming project was easy Python programming",No answer,Germany,Data Analyst
Data Scientist at AGT International was asked...,"telephony - General Statistical Questions. Next round was about python, SQL and ML exercises",No answer,Germany,Data Analyst
Senior Data Scientist at AGT International was asked...,"They asked me to prepare a presentation of what I've done in my research and previous jobs. The questions were all about my own work. No classical interview questions, problem solving or quiz.",No answer,Germany,Data Analyst
Data Scientist at Outfittery was asked...,Task: write down (in pseudo code) a program that finds all pairs of integers between int a and int b which in sum give int c.,No answer,Germany,Data Analyst
Data Scientist at Outfittery was asked...,Somebody asks you for advice when it comes to a classification problem. A 80% classification accuracy was found. What do you think about that? Is it good / bad? What advice would you give?,No answer,Germany,Data Analyst
Junior Data Scientist at Annalect was asked...,general behavior Questions. Why do you choose us? What do you know about Annalect?,No answer,Germany,Data Analyst
Junior Data Scientist at KPMG was asked...,Warum ist der Job des Beraters passend für Sie?,No answer,Germany,Data Analyst
Data Scientist at EY was asked...,- Nähere Erklärung früher durchgeführter Projekte - Kenntnisse verschiedener Softwaretools,No answer,Germany,Data Analyst
Data Analyst at Rosen was asked...,über sich vorstellen Präsentieren Sie die bestehenden Daten Qualifikation,No answer,Germany,Data Analyst
Data Scientist at Searchmetrics was asked...,"- General questions about machine learning algorithms and models - This is an important one: How do you evaluate a model after training? Accuracy, precision, recall and F-measure - What can go wrong when training a classifier? Skewed samples, overfitting etc. - Can you use a random forest classifier to perform regression? - Explain how SVMs work - Software development tools (Git etc.) - Explain clustering by elaborating any one clustering algorithms (e.g. K-means)",No answer,Germany,Data Analyst
Data Analyst at Huawei Technologies was asked...,"do you know MySQL or SQL , are you familiar with it? do you know Tableaux and Power Bi? do you think you can learn how to use this tool in two weeks?",No answer,Germany,Data Analyst
Data Analyst at PubNative was asked...,How you manage multi-tasking?,No answer,Germany,Data Analyst
Data Analyst at PubNative was asked...,What analytics tools am I familiar with ?,No answer,Germany,Data Analyst
BI Data Analyst at Ecosia was asked...,"According to you which KPIs are necessary for a particular department (Marketing, sales)?",No answer,Germany,Data Analyst
Data Scientist/Data Engineer at Emma was asked...,Tell us about a negative feedback that you received.,No answer,Germany,Data Analyst
Data Scientist at GetYourGuide was asked...,"In the technical interviews, the data science questions were pretty standard, also no other advanced technical questions, neither about data science, machine learning nor engineering. Instead, there is a basic coding and math challenge via codility. The focus is clearly on the analytical and communication part, the main task in the remote technical interview was to analyse a chart and derive actions from the observations. Same for the non-technical interviews, mostly standard questions, but with a strong focus on providing examples from past projects, e.g. difficult situations, and how you handled them. Also a very strong focus on how you handled interactions with customers (both internal and external), being able to argue with metrics about success in past projects is absolutely required.",No answer,Germany,Data Analyst
Data Analyst at PubNative was asked...,What analytics tools am I familiar with ?,No answer,Germany,Data Analyst
Data Analyst at PubNative was asked...,How you manage multi-tasking?,No answer,Germany,Data Analyst
Data Analyst at Wooga was asked...,What do you know about Wooga? Did you play our games? (mostly expected and common questions to know you better in the initial interview),No answer,Germany,Data Analyst
BI Data Analyst at Ecosia was asked...,"According to you which KPIs are necessary for a particular department (Marketing, sales)?",No answer,Germany,Data Analyst
Data Scientist at Freeletics was asked...,Warum Freeletics?,No answer,Germany,Data Analyst
Data Scientist/Data Engineer at Emma was asked...,Tell us about a negative feedback that you received.,No answer,Germany,Data Analyst
Junior Data Scientist at AutoScout24 was asked...,Questions about my Take home assignment and machine learning workflow.,No answer,Germany,Data Analyst
Data Analyst/Data Scientist at AutoScout24 was asked...,Production level data science evaluation questions and scenarios.,No answer,Germany,Data Analyst
Data Analyst Intern at Zalando was asked...,Introduce a project you have done.,No answer,Germany,Data Analyst
Data Analyst at Zalando was asked...,Tell me about your past projects,No answer,Germany,Data Analyst
Data Analyst/Data Scientist at AutoScout24 was asked...,Production level data science evaluation questions and scenarios.,No answer,Germany,Data Analyst
Junior Data Scientist at AutoScout24 was asked...,Questions about my Take home assignment and machine learning workflow.,No answer,Germany,Data Analyst
Data Analyst at Wooga was asked...,What do you know about Wooga? Did you play our games? (mostly expected and common questions to know you better in the initial interview),No answer,Germany,Data Analyst
Data Scientist at IBM was asked...,Eine negative Erfahrung und wie diese gelöst wurde,No answer,Germany,Data Analyst
Duales Studium Data Scientist at SAS Institute was asked...,"Welche Programmierskills? Beschreiben Sie eine Situation, in der Sie einen Gruppenkonflikt auflösen konnten. Mit welchen 3 Attributen würde man Sie beschreiben? Was haben Sie in Ihrem Studium mitgenommen?",No answer,Germany,Data Analyst
Data Analyst at HelloFresh was asked...,How you can handle multiple requests in the same time?,No answer,Germany,Data Analyst
Senior Data Scientist at CHECK24 was asked...,"Die Herausforderung bestand im Lösen einer Aufgabe. Wie gehen sie vor ? (Konzept, Erklärung) Wie setzen sie dies um ? Welche Alternativen kennen sie ?",No answer,Germany,Data Analyst
Data Scientist at AXA was asked...,Wieso haben sie den gewaehlten Analyseansatz verwendet (Rueckfrage zur Aufgabe) ?,No answer,Germany,Data Analyst
Data Scientist at SAP was asked...,Techniques for handling missing data. Evaluation metrics for different uses cases (regression? RSME? also classification problem?) How to deal with unbalance dataset,No answer,Germany,Data Analyst
Data Scientist at SAP was asked...,"Wie würden Sie gegebene Daten visualisieren (mit Präsentation)? Wieviel Gehalt erwarten Sie? Wann können Sie anfangen? Warum glauben Sie, dass Sie bei einem weltklasse Unternehmen wie SAP einsteigen können?",No answer,Germany,Data Analyst
Data Scientist at E.ON was asked...,Could you present the last problem where you drew advantage from machine learning techniques?,No answer,Germany,Data Analyst
Data Scientist at AXA was asked...,Wieso haben sie den gewaehlten Analyseansatz verwendet (Rueckfrage zur Aufgabe) ?,No answer,Germany,Data Analyst
Junior Data Scientist at SAP was asked...,What do you think might happen in the next 5-10 years in the context of AI in society and /or business.,No answer,Germany,Data Analyst
Senior Data Scientist at BASF was asked...,They asked about how I earn my salary as a self-employed data scientist. I was also asked if I knew calibration design and how would I approach the analysis of crop harvesting time.,No answer,Germany,Data Analyst
Senior Data Scientist at BASF was asked...,Können Sie R?,No answer,Germany,Data Analyst
Senior Data Scientist at BASF was asked...,"Kennen Sie Cloud Umgebung, haben Sie damit gearbeitet?",No answer,Germany,Data Analyst
data science workin at Allianz was asked...,What are the topics that you would like to purse in the field of Machine Learning?,No answer,Germany,Data Analyst
Data Scientist at PwC was asked...,Technische Fragen zu verwendeten Methoden,No answer,Germany,Data Analyst
Data Scientist at trivago was asked...,Why do I want to change my job.,No answer,Germany,Data Analyst
Data Scientist at trivago was asked...,Why do I want to change my job.,No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,F: Gehaltsvorstellung,No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,F: Beziehung mit Kollegen in derzeitige Firma.,No answer,Germany,Data Analyst
Data Scientist at Vodafone was asked...,Several short statistics case studies (and little background on communication networks),No answer,Germany,Data Analyst
Data Analyst at Babbel was asked...,"On SQL, BI tools, my experience and tools, cultural fit questions.",No answer,Germany,Data Analyst
Data Scientist Working Student at Stryber was asked...,- How do you preprocess raw data ? - What steps do you follow to handle missing data points?,No answer,Germany,Data Analyst
Teamlead Data Science at Telefónica was asked...,"Nennen Sie 3 Stärken und 3 Schwächen (für eine solche Position doch sehr überraschende Frage, die stellt man eher New-Hires oder Praktikanten)",No answer,Germany,Data Analyst
Data Scientist at Delivery Hero was asked...,they asked about my last experience and skills they asked me to talk in details about one of my projects also they asked about my motivations and during the technical interviews there were live coding sessions besides to design and modeling questions,No answer,Germany,Data Analyst
(Senior) Game Data Scientist at Kolibri Games was asked...,Why do you want to join Kolibri?,No answer,Germany,Data Analyst
Data Analyst at Lingoda was asked...,"Previous experience in details, what exact responsibilities I had, what softwares I used, stakeholder mgmt.",No answer,Germany,Data Analyst
Data Scientist at Morressier was asked...,What do my current colleagues think about me.,No answer,Germany,Data Analyst
Data Scientist at King was asked...,"Q 3.1: In SQL, what statement will count the total number of rows in this table? Q 3.2: In SQL, what statement will count the total number of rows corresponding to logins on 1st May 2015? Q 3.3: In SQL, what statement will count the number of unique customers? Q 3.4: In SQL, what statement would be used to create the above table (without any data in it). Q 3.5: In SQL, what is the difference between an inner join and an outer join? Please give an example of some circumstances where you would recommend to use an outer join?",No answer,Germany,Data Analyst
Product Data Analyst at Contentful was asked...,It was more open discussions that the usual questions-answers,No answer,Germany,Data Analyst
Data Analyst at Wayfair was asked...,What problems did you have with your coworkers and how did you solve them?,No answer,Germany,Data Analyst
Business and Data Analyst SCM at RELEX Solutions was asked...,Was ist dir bei deinem Arbeitsgeber/platz/Kollegen etc wichtig?,No answer,Germany,Data Analyst
Data Scientist at Robert Bosch was asked...,"Questions regarding the projects I have done. Basic machine learning and deep learning questions. Simple real-time coding test in the first interview, leetcode medium level coding test in the second interview.",No answer,Germany,Data Analyst
Data Analyst at Accenture was asked...,Warum Accenture?,No answer,Germany,Data Analyst
Junior Data Scientist at TeamViewer was asked...,2 simple SQL questions were asked,No answer,Germany,Data Analyst
Data Scientist at Funding Circle was asked...,"Generic questions, tell me about yourself? Why this job? Why Funding Circle?",No answer,Germany,Data Analyst
Junior Data Scientist at Deloitte was asked...,Was ist der Unterschied zwischen Klassifizierung und Clustering?,No answer,Germany,Data Analyst
Data Scientist at Funding Circle was asked...,"Generic questions, tell me about yourself? Why this job? Why Funding Circle?",No answer,Germany,Data Analyst
